code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_date,report_type,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sh688111,2020-09-02,336.56,349.98,336.0,349.85,0.052086,1838124.0,632520000.0,24734000000.0,161281000000.0,0.025999,350.2225777783946,2020-10-27,2020-09-30,203.48379293908891,79.03554598175944,140.4900701973092,24.596131553105927,348.1114265487773
sh688111,2020-09-03,350.01,350.01,320.88,322.9,-0.077033,3200658.0,1071160000.0,22829000000.0,148857000000.0,0.045271,323.24388194439155,2020-10-27,2020-09-30,187.80877453347856,72.94718080993276,129.66766314296697,22.70141154011129,321.29535902744533
sh688111,2020-09-04,313.0,319.88,305.8,310.06,-0.0397649999999999,2786830.0,866700000.0,21921000000.0,142938000000.0,0.039418,310.3900889788728,2020-10-27,2020-09-30,180.34093535585401,70.04658249602079,124.51168862955328,21.798735448923647,308.519049075719
sh688111,2020-09-07,310.0,323.7,305.11,314.77,0.015191,1969077.0,623010000.0,22254000000.0,145109000000.0,0.027851,315.10522482055086,2020-10-27,2020-09-30,183.08002622502497,71.11047824521879,126.40282237995389,22.129823435740406,313.20576195022824
sh688111,2020-09-08,311.21,316.96,295.5,307.64,-0.0226509999999999,2145926.0,650830000.0,21750000000.0,141822000000.0,0.0303529999999999,307.9677763731406,2020-10-27,2020-09-30,178.9329089118214,69.49968813576979,123.53955354643627,21.628540058187813,306.11133823629365
sh688111,2020-09-09,302.1,306.0,291.0,298.7,-0.02906,1472335.0,438490000.0,21118000000.0,137701000000.0,0.020825,299.0182327917372,2020-10-27,2020-09-30,173.73355678291605,67.48019740226225,119.94979666693334,21.000067652074577,297.215742747147
sh688111,2020-09-10,300.16,305.44,292.23,295.75,-0.009876,2008682.0,597900000.0,20910000000.0,136341000000.0,0.028411,296.06512872468596,2020-10-27,2020-09-30,172.0176822633064,66.81373115679506,118.76511592048246,20.792661082719075,294.2804400717762
sh688111,2020-09-11,296.64,308.0,294.08,305.17,0.031851,1224865.0,368230000.0,21576000000.0,140683000000.0,0.017324,305.495099139696,2020-10-27,2020-09-30,177.49586400164833,68.94152265519102,122.54738342128366,21.454837056352584,303.6535663685023
sh688111,2020-09-14,312.17,330.5,312.17,324.9,0.064652,3170915.0,1028760000.0,22970000000.0,149779000000.0,0.044851,325.2459682892756,2020-10-27,2020-09-30,188.97203652397863,73.39900572046271,130.47080700195792,22.842020993747887,323.28537674135873
sh688111,2020-09-15,320.25,335.0,320.0,330.18,0.0162509999999999,1463772.0,478760000.0,23344000000.0,152213000000.0,0.020704,330.53154051994454,2020-10-27,2020-09-30,192.0429472451035,74.591784280365,132.5910371025913,23.213217750962063,328.5390873987825
sh688111,2020-09-16,329.38,329.9,318.41,324.0,-0.0187169999999999,1027619.0,332730000.0,22907000000.0,149364000000.0,0.014535,324.3449816760328,2020-10-27,2020-09-30,188.4484424610095,73.19563550585325,130.10930515653357,22.778731489128376,322.3898212999395
sh688111,2020-09-17,322.14,338.0,315.8,331.1,0.021914,1454167.0,474050000.0,23409000000.0,152637000000.0,0.020568,331.4526776044814,2020-10-27,2020-09-30,192.57789636004065,74.79956493336361,132.96037874707304,23.27787979905525,329.4546718439064
sh688111,2020-09-18,333.0,337.23,325.01,333.99,0.008728,1135918.0,376330000.0,23613000000.0,153969000000.0,0.0160669999999999,334.3455965746133,2020-10-27,2020-09-30,194.25844405130536,75.45230981495351,134.12066900756756,23.48101623315931,332.33015221976007
sh688111,2020-09-21,335.09,337.0,326.23,328.74,-0.015719,1063463.0,351890000.0,23242000000.0,151549000000.0,0.0150419999999999,329.090018142057,2020-10-27,2020-09-30,191.20519674435292,74.26639193698986,132.01263414991232,23.11195454357085,327.1062545570176
sh688111,2020-09-22,326.0,334.57,319.78,328.3,-0.001338,1906663.0,622310000.0,23211000000.0,151346000000.0,0.026968,328.64969569778293,2020-10-27,2020-09-30,190.94907723885237,74.16691204887968,131.83580312672888,23.080996062997933,326.66858638842035
sh688111,2020-09-23,332.0,337.0,325.0,328.87,0.001736,1840317.0,609350000.0,23251000000.0,151609000000.0,0.02603,329.2202315695142,2020-10-27,2020-09-30,191.2808970908063,74.29579485958399,132.06489947696164,23.121104833395353,327.2356830543906
sh688111,2020-09-24,325.8,327.0,317.12,319.0,-0.030012,1391050.0,446540000.0,22553000000.0,147059000000.0,0.019676,319.33967397965,2020-10-27,2020-09-30,185.54028748475938,72.06607322952834,128.1014455090562,22.42720785503689,317.4146857345623
sh688111,2020-09-25,320.05,320.05,302.0,307.48,-0.036113,1434066.0,444780000.0,21739000000.0,141748000000.0,0.020284,307.8073603332229,2020-10-27,2020-09-30,178.83954515119558,69.46342453123701,123.47509297640879,21.617254700737586,305.95188918863005
sh688111,2020-09-28,308.0,310.88,303.2,307.66,0.000585,1200721.0,367630000.0,21752000000.0,141831000000.0,0.016983,307.9874276390178,2020-10-27,2020-09-30,178.9442639637894,69.50409857415892,123.54739334549366,21.62991260166149,306.13087104380537
sh688111,2020-09-29,309.88,322.08,309.87,320.0,0.040109,2036485.0,646390000.0,22624000000.0,147520000000.0,0.028805,320.3404953741912,2020-10-27,2020-09-30,186.1219184800094,72.29198568479332,128.50301743855167,22.497512581855187,318.40947415050135
sh688111,2020-09-30,321.39,335.55,318.4,330.0,0.03125,2375795.0,783180000.0,23331000000.0,152130000000.0,0.033604,330.35113585463466,2020-10-27,2020-09-30,191.9382284325097,74.55111023744311,132.51873673350642,23.20055985003816,328.3597702177045
sh688111,2020-10-09,339.0,349.86,333.0,349.0,0.057576,2439066.0,837310000.0,24674000000.0,160889000000.0,0.034499,349.3714328526011,2020-10-27,2020-09-30,202.98921734226025,78.84344688747773,140.1486033939204,24.536349659585813,347.2654123477591
sh688111,2020-10-12,351.0,355.0,341.01,354.0,0.014327,2059139.0,720600000.0,25028000000.0,163194000000.0,0.029125,354.37687737108035,2020-10-27,2020-09-30,205.8973723185104,79.97300916380262,142.15646304139779,24.887873293677302,352.24068391046546
sh688111,2020-10-13,351.55,356.87,349.5,351.83,-0.00613,1179309.0,417340000.0,24874000000.0,162194000000.0,0.016681,352.20454711279564,2020-10-27,2020-09-30,204.63569987762097,79.48296045390028,141.28537425724278,24.73536846326885,350.0814485180943
sh688111,2020-10-14,349.0,358.0,347.05,351.88,0.0001419999999999,1184557.0,417720000.0,24878000000.0,162217000000.0,0.016755,352.2545601584856,2020-10-27,2020-09-30,204.6647183437614,79.49423157422802,141.30540929927832,24.73887607436824,350.13116008378387
sh688111,2020-10-15,351.99,353.97,340.8,340.8,-0.031488,1250703.0,432590000.0,24095000000.0,157109000000.0,0.01769,341.16276856821526,2020-10-27,2020-09-30,198.22009551569818,76.99106276404687,136.85588778981437,23.959881400641855,339.10623011506567
sh688111,2020-10-16,342.0,344.25,335.25,335.25,-0.016285,884377.0,299480000.0,23702000000.0,154550000000.0,0.012509,335.6069328820819,2020-10-27,2020-09-30,194.99147573946212,75.73702811540679,134.62677159116163,23.56962153962662,333.5838851576418
sh688111,2020-10-19,337.68,341.19,326.58,328.0,-0.021626,1124591.0,372310000.0,23190000000.0,151208000000.0,0.015906,328.3490973515739,2020-10-27,2020-09-30,190.77496644200963,74.09928532691316,131.71559287451547,23.059950396401568,326.3698000572226
sh688111,2020-10-20,329.14,335.99,325.25,335.14,0.021768,766237.0,253960000.0,23694000000.0,154500000000.0,0.010838,335.49660050272297,2020-10-27,2020-09-30,194.92839211741767,75.71252567991166,134.58321715195387,23.561996298106198,333.47421786486825
sh688111,2020-10-21,333.0,337.03,321.58,323.98,-0.0333,1172381.0,383150000.0,22905000000.0,149355000000.0,0.016583,324.3245637059823,2020-10-27,2020-09-30,188.4370874090415,73.19122506746413,130.1014653574762,22.7773589456547,322.36952640996816
sh688111,2020-10-22,324.0,324.91,316.16,322.88,-0.003395,735945.0,236270000.0,22828000000.0,148848000000.0,0.010409,323.2234818122005,2020-10-27,2020-09-30,187.79741948151056,72.94277037154363,129.65982334390958,22.700038996637613,321.2750818678063
sh688111,2020-10-23,323.13,326.0,297.0,300.0,-0.070862,2289597.0,705400000.0,21210000000.0,138300000000.0,0.032385,300.3192194440243,2020-10-27,2020-09-30,174.4892985750088,67.77373657949374,120.4715788486422,21.091418045489238,298.5088870164898
sh688111,2020-10-26,295.0,308.1,284.09,302.99,0.009967,1529894.0,455640000.0,21421000000.0,139678000000.0,0.02164,303.312501104223,2020-10-27,2020-09-30,176.22788319855445,68.44902370173916,121.67193919320785,21.301569701792086,301.48412509338317
sh688111,2020-10-27,310.0,325.5,302.18,323.8,0.068682,2180025.0,684400000.0,22893000000.0,149272000000.0,0.0308339999999999,324.14461030506317,2020-10-27,2020-09-30,188.33236859644768,73.15055102454222,130.02916498839133,22.7647010447308,322.1906577730469
sh688111,2020-10-28,325.0,327.78,319.0,320.31,-0.010778,1411411.0,456970000.0,22646000000.0,147663000000.0,0.0199629999999999,320.65097969519525,2021-03-24,2020-12-31,166.5546587460751,65.3096259322674,97.50441506819769,21.428934402336765,318.718086863569
sh688111,2020-10-29,318.07,328.09,311.0,325.98,0.017702,1623731.0,517750000.0,23047000000.0,150277000000.0,0.022966,326.3271433377596,2021-03-24,2020-12-31,169.5030877903329,66.46576770229068,99.23048416464208,21.808279495743427,324.36003443722797
sh688111,2020-10-30,327.12,337.15,321.11,327.51,0.0046939999999999,1494310.0,494010000.0,23155000000.0,150982000000.0,0.021136,327.858922948587,2021-03-24,2020-12-31,170.29828384090743,66.77758099527706,99.69600777328527,21.910589476941475,325.8825804388763
sh688111,2020-11-02,325.5,330.0,311.22,325.0,-0.007664,1701410.0,548120000.0,22978000000.0,149825000000.0,0.024065,325.34621216310904,2021-03-24,2020-12-31,168.9932599678369,66.26585336409231,98.93202080137013,21.74268501134411,323.3850163423927
sh688111,2020-11-03,326.24,340.48,323.87,339.0,0.043077,1461926.0,490880000.0,23967000000.0,156279000000.0,0.020678,339.36115094445927,2021-03-24,2020-12-31,176.27296962798988,69.12038243208397,103.1937078512753,22.679292981063547,337.31547269137394
sh688111,2020-11-04,339.04,342.93,334.0,338.07,-0.0027429999999999,1021623.0,345370000.0,23902000000.0,155850000000.0,0.01445,338.4302833074186,2021-03-24,2020-12-31,175.78908437168283,68.93064072613906,102.91043178303711,22.61703626910048,336.39021634978155
sh688111,2020-11-05,340.0,348.88,334.0,343.61,0.016387,1335933.0,455480000.0,24293000000.0,158404000000.0,0.018896,343.9761403599773,2021-03-24,2020-12-31,178.66983715631727,70.06024519463159,104.59688184895867,22.987674130064757,341.9026428251054
sh688111,2020-11-06,347.3,347.3,336.23,339.0,-0.0134159999999999,824962.0,281160000.0,23967000000.0,156279000000.0,0.011669,339.3613564609079,2021-03-24,2020-12-31,176.27296962798988,69.12038243208397,103.1937078512753,22.679292981063547,337.3156769689638
sh688111,2020-11-09,339.96,339.96,324.0,335.45,-0.010472,2009158.0,671340000.0,23716000000.0,154642000000.0,0.028418,335.80756433604927,2021-03-24,2020-12-31,174.4265356779325,68.39635638865317,102.11276863517757,22.44173065592709,333.78330719974485
sh688111,2020-11-10,328.11,328.11,299.51,301.3,-0.1018039999999999,3456921.0,1077400000.0,21302000000.0,138899000000.0,0.048895,301.62101105638214,2021-03-24,2020-12-31,156.66941309042267,61.43341075534162,91.71739534316374,20.15709798358542,299.80283139358204
sh688111,2020-11-11,301.71,303.0,287.0,290.7,-0.035181,2521814.0,740450000.0,20552000000.0,134013000000.0,0.03567,291.00968226640754,2021-03-24,2020-12-31,151.15830968176024,59.27238983402037,88.49108562425506,19.4480390216937,289.25546798232443
sh688111,2020-11-12,293.99,304.0,291.1,297.33,0.022807,1058963.0,315630000.0,21021000000.0,137069000000.0,0.014978,297.64674008985753,2021-03-24,2020-12-31,154.60528717191013,60.62402305865355,90.5090149122176,19.891527394092613,295.8525174405973
sh688111,2020-11-13,295.1,309.0,292.17,296.0,-0.0044729999999999,1410909.0,423870000.0,20927000000.0,136456000000.0,0.019956,296.3153662214356,2021-03-24,2020-12-31,153.91386138609147,60.35290029468099,90.1042404837094,19.80256850263956,294.52916913008556
sh688111,2020-11-16,307.09,309.66,295.0,302.43,0.021723,2051117.0,621050000.0,21382000000.0,139420000000.0,0.029011,302.75222492186384,2021-03-24,2020-12-31,157.25706861148555,61.66384299030035,92.06142059153696,20.232705785293483,300.9272262710984
sh688111,2020-11-17,302.99,307.9,297.0,299.65,-0.009192,1130586.0,341960000.0,21185000000.0,138139000000.0,0.015992,299.96932647038204,2021-03-24,2020-12-31,155.81218046852678,61.09727160261871,91.21555428987465,20.04680637264852,298.16110320721447
sh688111,2020-11-18,303.01,318.18,301.89,313.84,0.047355,1747599.0,547070000.0,67733000000.000015,144680000000.0,0.008097,314.17437392538704,2021-03-24,2020-12-31,163.1900207051336,63.99027975782997,95.53468893403792,20.996039829409415,312.2805222495921
sh688111,2020-11-19,315.67,336.86,313.97,328.4,0.046393,1898384.0,622180000.0,70875000000.0,151392000000.0,0.008796,328.74986565490747,2021-03-24,2020-12-31,170.76073828166705,66.95891922240389,99.96673781519122,21.97008889863112,326.7681525183174
sh688111,2020-11-20,330.0,330.9,312.22,314.52,-0.042266,2169726.0,692520000.0,67879999999.99999,144994000000.0,0.010053,314.85492383313715,2021-03-24,2020-12-31,163.54419313049587,64.12915830250759,95.74202852710737,21.04160767919124,312.95696978397814
sh688111,2020-11-23,314.53,319.37,302.0,318.07,0.011287,1494719.0,469240000.0,68646000000.0,146630000000.0,0.006926,318.40869135844173,2021-03-24,2020-12-31,165.38949914289287,64.85274205757955,96.82230742602971,21.279024883787,316.48931510192995
sh688111,2020-11-24,308.2,321.18,306.89,317.49,-0.001823,1005728.0,317560000.0,68521000000.0,146363000000.0,0.00466,317.8282323140953,2021-03-24,2020-12-31,165.0883397875689,64.7346510657677,96.64600274020316,21.240277699418378,315.9123550804991
sh688111,2020-11-25,320.64,320.64,303.03,306.37,-0.035025,1209946.0,373400000.0,66121000000.0,141237000000.0,0.005606,306.69629847729414,2021-03-24,2020-12-31,159.30653134041302,62.46748093832341,93.26121689920316,20.496389807757105,304.84752484380465
sh688111,2020-11-26,305.0,314.99,305.0,310.33,0.0129259999999999,969000.0,301340000.0,66975000000.0,143062000000.0,0.00449,310.66065483141165,2021-03-24,2020-12-31,161.36501757062362,63.27465719321725,94.46629574427241,20.761234794546375,308.78798394993566
sh688111,2020-11-27,314.0,326.98,307.99,314.85,0.014565,1228628.0,392250000.0,67951000000.0,145146000000.0,0.005693,315.18542726903115,2021-03-24,2020-12-31,163.71563965487505,64.19638613305217,95.84239673776518,21.06366600137862,313.28548093616644
sh688111,2020-11-30,313.77,323.58,310.53,321.08,0.019787,1718129.0,544610000.0,69295000000.0,148018000000.0,0.007961,321.42200131840343,2021-03-24,2020-12-31,166.95507661551332,65.4666382996577,97.73882766545773,21.48045219428755,319.4844607474504
sh688111,2020-12-01,322.7,332.9,316.88,325.0,0.012209,1293440.0,423010000.0,70141000000.0,149825000000.0,0.005993,325.3462425324998,2021-03-24,2020-12-31,168.9932599678369,66.26585336409231,98.93202080137013,21.74268501134411,323.385046528716
sh688111,2020-12-02,336.6,344.89,326.28,329.7,0.014462,2156058.0,720520000.0,71156000000.0,151992000000.0,0.00999,330.05139989200484,2021-03-24,2020-12-31,171.43750087790067,67.22429223771145,100.36292812041948,22.05716122305499,328.06184107161425
sh688111,2020-12-03,329.88,350.0,325.38,340.9,0.03397,2143700.0,731350000.0,73573000000.0,157155000000.0,0.0099329999999999,341.26324594633627,2021-03-24,2020-12-31,177.26104301849097,69.507827034433,103.77214569690854,22.8064185747224,339.20610181281705
sh688111,2020-12-04,340.0,350.0,336.73,345.0,0.012027,1491227.0,515750000.0,74458000000.0,159045000000.0,0.0069099999999999,345.3676190053328,2021-03-24,2020-12-31,179.3928451966269,70.34375203265184,105.02014515837752,23.080696396657594,343.28573359931977
sh688111,2020-12-07,348.0,363.58,346.0,359.39,0.04171,2036345.0,731420000.0,77563000000.0,165679000000.0,0.0094349999999999,359.7729023940452,2021-03-24,2020-12-31,186.87558363564995,73.27789300523578,109.40068929985118,24.043426063704196,357.6041815477474
sh688111,2020-12-08,359.39,361.99,348.1,349.5,-0.027519,1592843.0,559680000.0,75429000000.0,161119000000.0,0.0073799999999999,349.8723118930635,2021-03-24,2020-12-31,181.7321879042744,71.26105808889831,106.3896429801165,23.381676398082774,347.76327207573496
sh688111,2020-12-09,353.0,355.8,338.29,339.82,-0.027697,1770459.0,610730000.0,73340000000.0,156657000000.0,0.008203,340.18189847056135,2021-03-24,2020-12-31,176.69933006361708,69.28756743172775,103.44330774356911,22.734148545450587,338.1312727290533
sh688111,2020-12-10,338.68,342.03,333.0,335.45,-0.01286,1984453.0,666820000.0,72397000000.0,154642000000.0,0.009195,335.8071592562299,2021-03-24,2020-12-31,174.4265356779325,68.39635638865317,102.11276863517757,22.44173065592709,333.7829045617577
sh688111,2020-12-11,336.9,338.99,324.0,331.06,-0.013087,2470117.0,811170000.0,71449000000.0,152619000000.0,0.011445,331.4124509630437,2021-03-24,2020-12-31,172.1447177909648,67.50160703870786,100.776946989383,22.148151802077937,329.41468768975795
sh688111,2020-12-14,334.0,358.0,327.0,345.7,0.044222,2771569.0,952520000.0,74609000000.0,159368000000.0,0.012842,346.06817236953134,2021-03-24,2020-12-31,179.75716906093265,70.48661117255908,105.2334276060254,23.127570331305776,343.98206400877444
sh688111,2020-12-15,346.99,363.88,344.75,362.3,0.048019,2582782.0,921960000.0,78191000000.0,167020000000.0,0.011967,362.6860199385439,2021-03-24,2020-12-31,188.38814803823206,73.87100169444817,110.28617463203629,24.238032708791543,360.4997387404118
sh688111,2020-12-16,359.0,362.34,350.8,354.0,-0.022909,1508887.0,536800000.0,76400000000.0,163194000000.0,0.006991,354.37724590777185,2021-03-24,2020-12-31,184.07265854958237,72.17880643350362,107.75980111903084,23.68280152004866,352.2410502256077
sh688111,2020-12-17,355.5,366.91,349.72,364.04,0.028362,1434912.0,514580000.0,78567000000.0,167822000000.0,0.0066489999999999,364.428093356208,2021-03-24,2020-12-31,189.29275404186433,74.22571695824261,110.8157490066914,24.35441938243812,362.2313108921064
sh688111,2020-12-18,374.0,374.0,355.09,360.68,-0.00923,1521867.0,546710000.0,77842000000.0,166273000000.0,0.0070519999999999,361.06442205453027,2021-03-24,2020-12-31,187.54557860592124,73.54061229039027,109.79291770202714,24.129627664883827,358.88791589257227
sh688111,2020-12-21,359.28,365.58,356.01,361.0,0.0008869999999999,1220020.0,438500000.0,77911000000.0,166421000000.0,0.005653,361.3846861968926,2021-03-24,2020-12-31,187.71251337965884,73.60607096749945,109.89064464398344,24.15110550490838,359.2062494739689
sh688111,2020-12-22,360.0,378.0,357.0,369.97,0.024848,2159676.0,790050000.0,79847000000.0,170556000000.0,0.0100069999999999,370.3643728795129,2021-03-24,2020-12-31,192.3765356053689,75.4349333313274,112.62105616418144,24.75117894072956,368.1318063608981
sh688111,2020-12-23,370.11,384.2,367.8,383.5,0.036571,2359985.0,894920000.0,82767000000.0,176793000000.0,0.010935,383.90896836008955,2021-03-24,2020-12-31,199.41148279321735,78.1934858254495,116.73945438702907,25.6562957531157,381.59475465132243
sh688111,2020-12-24,383.88,388.59,369.01,370.06,-0.035046,1657320.0,619000000.0,79866000000.0,170598000000.0,0.007679,370.4544946549418,2021-03-24,2020-12-31,192.42390898710522,75.45350944239892,112.6487894855474,24.75727400343923,368.22138487981215
sh688111,2020-12-25,373.0,378.0,367.8,371.83,0.004783,1042690.0,387850000.0,80248000000.0,171414000000.0,0.004831,372.2263785028764,2021-03-24,2020-12-31,193.34430611798297,75.81441674321722,113.18760830065783,24.875692364655695,369.9825877636923
sh688111,2020-12-28,371.83,373.9,358.0,366.0,-0.015679,1786988.0,649940000.0,78990000000.0,168726000000.0,0.00828,366.3902411143298,2021-03-24,2020-12-31,190.31240968685634,74.62554563463934,111.41267573323528,24.485608351236753,364.1816307701454
sh688111,2020-12-29,367.21,372.0,363.0,370.77,0.013033,1145679.0,421200000.0,80019000000.0,170925000000.0,0.005309,371.1654051267729,2021-03-24,2020-12-31,192.79274460205255,75.59813773574156,112.86471320189682,24.80472842025024,368.92800996397267
sh688111,2020-12-30,368.01,382.47,366.02,374.15,0.0091159999999999,2064152.0,776720000.0,80749000000.0,172483000000.0,0.009564,374.5489489599085,2021-03-24,2020-12-31,194.5500714769392,76.28722299882352,113.8934873611395,25.03082622267089,372.2911577028042
sh688111,2020-12-31,378.03,415.8,375.33,411.0,0.09849,2952499.0,1167960000.0,88702000000.0,189471000000.0,0.01368,411.4382749429699,2021-03-24,2020-12-31,213.71147645163376,83.80081763889827,125.11095553650192,27.49613396819209,408.9581138249534
sh688111,2021-01-04,411.2,435.3,406.0,420.0,0.0218979999999999,2919042.0,1225130000.0,90644000000.0,193620000000.0,0.013525,420.447950287671,2021-03-24,2020-12-31,218.39128980458923,85.63587203975005,127.85061149715524,28.098239091583157,417.91347860149216
sh688111,2021-01-05,414.32,419.32,401.05,407.51,-0.029738,3419709.0,1402790000.0,87949000000.0,187862000000.0,0.0158449999999999,407.9446691420162,2021-03-24,2020-12-31,211.89662475606727,83.08917566951516,124.04850520131484,27.262635018195407,405.485567574841
sh688111,2021-01-06,407.48,418.97,394.05,397.96,-0.023435,2627778.0,1062070000.0,85888000000.0,183460000000.0,0.012176,398.3844858206731,2021-03-24,2020-12-31,206.93144317503325,81.14222231387537,121.14178899529027,26.62381439800561,395.98301329872464
sh688111,2021-01-07,397.42,400.88,383.32,398.71,0.001885,2727787.0,1068970000.0,86049000000.0,183805000000.0,0.012639,399.13544057644503,2021-03-24,2020-12-31,207.3205816678676,81.2948117976772,121.3695984207965,26.673880984549335,396.72944127879265
sh688111,2021-01-08,403.0,407.9,395.84,399.6,0.002232,1887093.0,758940000.0,86241000000.0,184216000000.0,0.008744,400.02631087981166,2021-03-24,2020-12-31,207.78416404628766,81.47659231316288,121.64098877987786,26.73352552677969,397.614941391727
sh688111,2021-01-11,398.99,411.99,390.0,404.06,0.011161,2190684.0,878630000.0,87204000000.0,186272000000.0,0.010151,404.49100453554126,2021-03-24,2020-12-31,210.10320387604816,82.38593717895013,122.99860089245999,27.03189335847215,402.05272175260006
sh688111,2021-01-12,399.5,410.0,394.97,406.5,0.006039,1965699.0,795030000.0,87731000000.0,187396000000.0,0.009108,406.9337257119314,2021-03-24,2020-12-31,211.3710058063258,82.88306929429295,123.74079739758756,27.1950088462262,404.480718139264
sh688111,2021-01-13,405.58,406.0,384.75,394.01,-0.030726,2574690.0,1010950000.0,85035000000.0,181639000000.0,0.01193,394.43028005570653,2021-03-24,2020-12-31,204.87746869546422,80.3368152124169,119.93935141892254,26.35954989337916,392.05264359371694
sh688111,2021-01-14,390.0,420.0,386.9,401.2,0.018248,2469105.0,1001510000.0,86587000000.0,184953000000.0,0.011441,401.6278438061631,2021-03-24,2020-12-31,208.6154541019946,81.80255883363235,122.12764253813323,26.840479365280345,399.20682023401514
sh688111,2021-01-15,397.98,417.79,393.0,414.96,0.034297,1580779.0,643270000.0,89556000000.0,191297000000.0,0.007325,415.40247396518316,2021-03-24,2020-12-31,215.77109061950475,84.60843618215095,126.31669469874656,27.761124075522073,412.8984165475812
sh688111,2021-01-18,415.3,478.8,408.3,460.0,0.108541,2796139.0,1253060000.0,99277000000.0,212060000000.0,0.012956,460.49067389183807,2021-03-24,2020-12-31,239.19046026216918,93.79166937686911,140.02686021117003,30.774261862210125,457.7148235780722
sh688111,2021-01-19,451.5,454.6,424.0,428.55,-0.06837,2050049.0,897830000.0,92489000000.0,197562000000.0,0.0094989999999999,429.0069265178531,2021-03-24,2020-12-31,222.83762006184412,87.37937275032074,130.45358180250483,28.670304263047992,426.4208610900394
sh688111,2021-01-20,434.99,464.0,428.62,460.8,0.075254,2067420.0,923650000.0,99450000000.0,212429000000.0,0.009579,461.2914137660276,2021-03-24,2020-12-31,239.60666925885286,93.95487378128327,140.2705172488854,30.827811341730808,458.51073657050915
sh688111,2021-01-21,460.8,474.4,450.55,469.1,0.018012,1554907.0,720570000.0,101241000000.0,216255000000.0001,0.007205,469.6001947107813,2021-03-24,2020-12-31,243.92215874750266,95.64706904222786,142.79689076189092,31.383042530473706,466.7694319576172
sh688111,2021-01-22,461.33,493.0,447.0,491.77,0.0483269999999999,1957306.0,915270000.0,106133999999.99995,226706000000.0,0.0090689999999999,492.2945633205692,2021-03-24,2020-12-31,255.71023523623185,100.2694246805267,149.69786556179156,32.89969730139681,489.32699829583294
sh688111,2021-01-25,490.0,521.0,480.95,485.0,-0.0137669999999999,1839351.0,905300000.0,104672000000.0,223585000000.0,0.008523,485.517144067335,2021-03-24,2020-12-31,252.18994179815664,98.88904271256852,147.63701565742926,32.44677609385198,482.5904335102943
sh688111,2021-01-26,484.5,484.5,450.1,450.35,-0.0714429999999999,2179643.0,1005680000.0,97194000000.0,207611000000.0,0.010099,450.8303427437324,2021-03-24,2020-12-31,234.17226561109686,91.82392846836355,137.08910909790256,30.128620576607123,448.11272516901835
sh688111,2021-01-27,454.89,459.0,428.3,433.99,-0.036327,2597562.0,1140250000.0,93663000000.0,200069000000.0,0.012036,434.45302888288086,2021-03-24,2020-12-31,225.66535977644025,88.48818966594749,132.10899696118352,29.03412145859906,431.83413420180347
sh688111,2021-01-28,428.0,435.0,406.0,412.0,-0.050669,2713580.0,1132410000.0,88918000000.0,189932000000.0,0.012573,412.4397283624142,2021-03-24,2020-12-31,214.23145571307327,84.00471257232624,125.41536175435229,27.563034537457764,409.95353045593225
sh688111,2021-01-29,420.99,432.17,412.01,415.0,0.0072819999999999,2231963.0,941420000.0,89565000000.0,191315000000.0,0.010342,415.44311446434926,2021-03-24,2020-12-31,215.79139349739177,84.61639737261018,126.32858040790339,27.763736245254787,412.93881206471235
sh688111,2021-02-01,416.0,429.0,411.1,414.0,-0.00241,1734428.0,724840000.0,89349000000.0,190854000000.0,0.008036,414.44189655849016,2021-03-24,2020-12-31,215.27141423595225,84.4125024391822,126.02417419005302,27.696835675989114,411.94362952763635
sh688111,2021-02-02,411.1,424.99,411.0,420.6,0.0159419999999999,1476419.0,618280000.0,90774000000.0,193897000000.0,0.006841,421.04892927342553,2021-03-24,2020-12-31,218.70372853651708,85.75838591515038,128.0335193547356,28.138437481358846,418.5108348695659
sh688111,2021-02-03,420.0,458.88,419.0,446.49,0.061555,2672173.0,1176670000.0,96361000000.0,205832000000.0001,0.0123819999999999,446.9665961148512,2021-03-24,2020-12-31,232.1656645132643,91.03709747797666,135.9144048429009,29.870451134690356,444.272269309962
sh688111,2021-02-04,439.0,440.0,415.0,419.65,-0.060113,2137256.0,905490000.0,90569000000.0,193459000000.0,0.009903,420.0980931225992,2021-03-24,2020-12-31,218.20969184126653,85.56466361397585,127.74430043191899,28.074874684529416,417.5657303849323
sh688111,2021-02-05,423.0,430.0,415.0,420.96,0.0031219999999999,1283236.0,542370000.0,90851000000.0,194063000000.0,0.005946,421.4096393693279,2021-03-24,2020-12-31,218.8909661881417,85.8318057827188,128.14313200584877,28.162527491116116,418.869370595194
sh688111,2021-02-08,420.0,420.0,393.0,408.0,-0.030787,2742297.0,1107580000.0,88054000000.0,188088000000.0,0.012706,408.4357008020644,2021-03-24,2020-12-31,212.15153866731526,83.18913283861434,124.1977368829508,27.295432260395067,405.9736392826797
sh688111,2021-02-09,408.0,428.0,400.01,424.0,0.039216,3516788.0,1450290000.0,91507000000.0,195464000000.0,0.016295,424.4529152447181,2021-03-24,2020-12-31,220.47120685034724,86.45145177346197,129.0682363685567,28.365841368645853,421.8943015207892
